subj	rel	obj
wallis and futuna (france)	structural-noun-compound	france
study	patient	information
many year	has subcomponent	nonrenewable resource
force	causes	less speed
winter	has negative impact on	daylight
open clam	agent	otter
eagle eat rabbit	structural-agent	eagle
change	agent	moon appearance
hatchling	has property	newborn
disperse seed	instrument	animal excrete seed
sell	patient	product
low light	structural-adjective	low
process step	structural-noun-compound	process
quick process	structural-noun	process
shandong	structural-noun-compound	shandong
water channel	structural-noun-compound	water
telephone	has subcomponent	sound energy
cloud	at location	sky
save money	structural-verb	save
process	has subcomponent	step
reduce pollution	structural-patient	pollution
baja california sur	structural-noun-compound	sur
big flower	structural-noun	flower
moon kind	structural-noun-compound	moon
air	has subcomponent	oxygen
move air	instrument	wind
circulatory system	has subcomponent	heart
prehistoric living thing become natural gas	instrument	pressure
support tree	structural-verb	support
earth's moon	structural-noun-compound	moon
edible plants	structural-noun	plants
much energy	structural-noun	energy
ceiling fan	structural-noun-compound	fan
meteoroid impact	structural-agent	meteoroid
spoiled	derivational morphology	spoil
glacier ice	structural-noun-compound	glacier
bring oxygen	goal	body
least value	structural-adjective	least
environment change	result	seasonal change
energy level	structural-noun-compound	level
taste	patient	sweet
breathe	patient	oxygenated air
electron	has property	charged
united states of america	structural-noun-compound	of
sint eustatius (netherlands)	at location	northern hemisphere
produce	patient	nuclear energy
washington	at location	united states of america
heat	at location	water
feather	has property	thick
forest	has property	dense
environment	has property	warm
get	source	source
shelter	beneficiary	animal
incandescent light bulb	causes	heat
be classified	patient	group
separate	instrument	sifter
pollinating animal	structural-noun-compound	animal
transport energy	structural-verb	transport
prevent injury	instrument	seat belt
plane travel	at location	atmosphere
move food	instrument	esophagus
find direction	structural-patient	direction
increase resource	structural-patient	resource
magnetism	causes	repel
haiti	at location	northern hemisphere
furniture	has subcomponent	material
power plant	causes	electricity
shiny object	structural-noun	object
seal give birth	at location	beach
store fat	structural-patient	fat
grow	instrument	soil
small particle	structural-adjective	small
food chain	structural-noun-compound	food
good bacteria	has positive impact on	survival
many pollution	structural-quantifier	many
cut down tree	agent	timber company
electric motor	structural-noun	motor
food	has subcomponent	nutrient
store	patient	food
impact	agent	asteroid
baja california	structural-noun-compound	california
object	has property	required
eat	agent	plant
absorb air	structural-patient	air
push heavy object	structural-patient	heavy object
invent tool	structural-patient	tool
kill bacterium	structural-patient	bacterium
path	has property	continuous
chicken	has property	baby
transport liquid	structural-verb	transport
food chain	structural-noun-compound	chain
very tall	structural-quantifier	very
animal	has subcomponent	kidney
sky condition	structural-noun-compound	sky
north carolina	structural-noun-compound	carolina
high sound energy	structural-noun	sound energy
space	has property	far
refract	instrument	glass
heat liquid	structural-patient	liquid
gain	source	source
sound speed	structural-noun	speed
combine	patient	substance
many year	has subcomponent	fossil fuel
cactus stem	structural-noun-compound	cactus
dense forest	structural-noun	forest
argyllshire	structural-noun-compound	argyllshire
break down	agent	stomach acid
conduction	derivational morphology	conduct
fossil	at location	habitat
substance	has property	conductivity
chemicals	derivational morphology	chemicals
user	derivational morphology	use
macau special administrative region	structural-noun-compound	administrative
study fossil	structural-patient	fossil
carry oxygen	goal	body
container	derivational morphology	contain
receive sunlight	structural-patient	sunlight
store food	structural-verb	store
increase	patient	visibility
feature	has property	land
source	causes	increase
poison	has property	poisonous
compass point	instrument	natural magnetism
transport	patient	blood
variable	derivational morphology	vary
conduct	instrument	conductor
transfer	source	source
move	patient	soil
animal avoid	structural-verb	avoid
protect plant	instrument	pesticide
study microorganism	structural-verb	study
eat	agent	scavenger
hunt prey	structural-patient	prey
bird fly south	structural-agent	bird
attract	agent	flower
lava	has property	cool
turks and caicos islands (uk)	structural-noun-compound	turks
seed sprout	structural-agent	seed
fire	has negative impact on	forest
meters	derivational morphology	meter
entire community	structural-noun	community
cover hand	structural-verb	cover
inner mongolia	structural-noun-compound	mongolia
tuna eat fish	structural-agent	tuna
population	has property	zero
hot object	has subcomponent	hot surface
xinjiang	at location	people's republic of china
single-cell organism	structural-noun	organism
location	has property	different
circuit	has property	parallel
absorb	patient	heat
low light	structural-noun	light
sense warning	structural-patient	warning
cayman islands (uk)	structural-noun-compound	uk
learn	agent	animal
study animal	structural-patient	animal
reflect light	agent	mirror
december 21	structural-noun-compound	december
learn	instrument	information
resemble environment	structural-patient	environment
atom	has property	small
earth	has subcomponent	air
evaporate	agent	water
alaska	at location	united states of america
baja california	structural-noun-compound	baja
attract	goal	location
heal	agent	broken bone
copper	has property	nonmagnetic
sweat	agent	animal
collect	similar to	absorb
predate	agent	omnivore
tinted lens reflect	structural-agent	tinted lens
light ray	has negative impact on	eye
decrease negative thing	has positive impact on	entity
tree grow	instrument	space
extreme temperature	structural-noun	temperature
highest daylight	structural-noun	daylight
substance	has subcomponent	volume
provide	instrument	make
snow fall	structural-agent	snow
fake grass	structural-adjective	fake
train	patient	animal
new hampshire	structural-noun-compound	new
hunt prey	structural-verb	hunt
preserve organism	structural-verb	preserve
lower size	structural-noun	size
thermal conduction	has subcomponent	warm object
crop rotation	at location	field
e	has property	m
cylinder	has property	graduated
store urine	instrument	bladder
apply force	structural-patient	force
renewable resource	structural-adjective	renewable
diamond	at location	underground
floating arrow point	patient	north
mosquito lay egg	structural-agent	mosquito
push flexible container	structural-verb	push
wheeled vehicle	structural-adjective	wheeled
cut material	structural-patient	material
vibrate	agent	matter
become hot	structural-verb	become
break down	patient	food
bouvet island (norway)	structural-noun-compound	bouvet
push	agent	liquid
skill	has property	scientific
animal	has property	water
northwest territories	structural-noun-compound	territories
process inhibitor	structural-noun-compound	inhibitor
heard island and mcdonald islands (australia)	structural-noun-compound	islands
tennis ball	has subcomponent	air
riverbank	has subcomponent	soil
overload outlet	structural-patient	outlet
avoid waste	structural-patient	waste
living things	has subcomponent	cell
northern hemisphere	structural-noun	hemisphere
precipitation	has positive impact on	drought
sprout	agent	seed
water lily	structural-noun-compound	water
french southern and antarctic lands (france)	structural-noun-compound	southern
seed	has property	unique
absorb energy	agent	earth
united states	structural-noun-compound	states
aquatic plant thrive	structural-agent	aquatic plant
destroy	patient	animal habitat
root grow	structural-agent	root
