subj	rel	obj
material	has property	smooth
use renewable resource	structural-patient	renewable resource
orange tree	structural-noun-compound	tree
rubber eraser	has subcomponent	rubber
new predator	structural-adjective	new
feature	has property	physical
other organism	structural-noun	organism
continental shelf	at location	shore
runoff	kind of	water
thing	has property	living
oil and water	structural-noun-compound	oil
waning crescent	structural-noun-compound	waning
closed circuit	has subcomponent	continuous path
iceland	at location	northern hemisphere
earth revolve	structural-verb	revolve
tube-like	structural-noun-compound	tube
tropical	has property	warm
water vapour condense	structural-agent	water vapour
cluck	kind of	sound
dog	has property	dog weight
motion	synonym	moving
ground	synonym	earth's surface
break rock	structural-verb	break
natural process	structural-adjective	natural
weathered rock	structural-adjective	weathered
item	has property	required
wound heal	structural-verb	heal
health	has property	good
house	kind of	home
rough surface	structural-adjective	rough
bee convert nectar	structural-verb	convert
large tree	structural-adjective	large
protective covering	structural-adjective	protective
meters	synonym	m
matter	has property	mass
toaster	causes	toast
redwood tree	structural-noun-compound	redwood
population increase	synonym	more survive
low daylight	structural-noun	daylight
less weight	structural-noun	weight
lady bug	structural-noun-compound	bug
magnetism	kind of	force
spoiled food	has negative impact on	living entity
weather	has property	rainy
thickness	causes	strength
oxygen melting point	structural-noun-compound	oxygen
peat	at location	bottom of swamp
magnifying glass	structural-noun-compound	magnifying
south shetland islands (antarctic treaty signatories)	structural-noun-compound	shetland
be in danger	at location	be near dangerous object
communicate	synonym	share information
water boiling point	synonym	100c
study soil sample	structural-verb	study
vine climb	structural-verb	climb
water absorb solar energy	structural-patient	solar energy
mountain top	structural-noun-compound	top
plant appear	structural-agent	plant
dumbartonshire	structural-noun-compound	dumbartonshire
colored	derivational morphology	color
land	kind of	environment
physical state	instance of	state
tree species	has subcomponent	unique leaf
organism niche	structural-noun-compound	organism
animal waste	structural-noun-compound	waste
0 speed	structural-adjective	0
less required item	structural-quantifier	less
sound	has property	quiet
inherited characteristic	antonym	acquired characteristic
perform task	structural-verb	perform
produce light	structural-patient	light
part	has property	small
season	causes	change environment
night	antonym	day
material	synonym	substance
canyon	has subcomponent	rock
sunny	kind of	weather
push button	structural-verb	push
salamander	kind of	amphibian
same inherited characteristic	structural-noun	inherited characteristic
wild meat	structural-noun-compound	wild
sliding	kind of	movement
heaviest	synonym	greatest weight
sunny day	structural-adjective	sunny
jump rope	kind of	skill
sound intensity	structural-noun-compound	sound
tabasco	structural-noun-compound	tabasco
state	synonym	form
food chain	has subcomponent	animal
high speed	synonym	fast
decomposing algae	structural-adjective	decomposing
change	has property	physical
natural selection	structural-noun-compound	selection
just born	structural-adjective	just
open clam	structural-patient	clam
east lothian	synonym	haddingtonshire
all other	synonym	rest
land form	structural-noun-compound	land
bat	at location	cave
laos	at location	northern hemisphere
narrow tree ring	structural-noun	tree ring
less	synonym	reduced amount
fossil fuel	structural-noun-compound	fossil
polar bear	structural-noun-compound	polar
form solid	structural-verb	form
desert	has property	hot
rain gauge	structural-noun-compound	gauge
less bacterium	structural-noun	bacterium
monkey give birth	structural-verb	give birth
be classified group	structural-verb	be classified
lemon tree	kind of	plant
earth	has subcomponent	hemisphere
kinetic energy	structural-noun	energy
paper bag	structural-noun-compound	bag
plant	has property	green
magnet	has subcomponent	magnetic metals
repel	synonym	move away
height	has property	smaller
tree trunk	kind of	trunk
old rock rise	structural-verb	rise
northwest territories	structural-noun-compound	northwest
chemical splash	structural-agent	chemical
move food	structural-verb	move
wasp	kind of	insect
kinross-shire	structural-noun-compound	kinross
rest	causes	health
tape measure	structural-noun-compound	tape
cellular respiration	kind of	process
environment	has property	weather
bury plant	structural-patient	plant
soil erosion	structural-noun-compound	erosion
wheel and axle	structural-noun-compound	wheel
balance	kind of	instrument
oil	kind of	liquid
stay cool	antonym	become hot
transpiration	kind of	process
storm	causes	water
cell membrane	at location	cell
bird eat berry	has negative impact on	berry
lake	kind of	body of water
object piece	structural-noun-compound	object
old object	structural-noun	object
vibrate	derivational morphology	vibration
loose soil	has positive impact on	root grow
change colour	structural-patient	colour
month	has subcomponent	moon orbit
weather	has property	stormy
activate switch	structural-verb	activate
rotation	kind of	motion
ecosystem	kind of	habitat
bend light	structural-verb	bend
moving air	structural-adjective	moving
freeze	kind of	change
environment color	synonym	contents color
georgia	instance of	state
muscle	has subcomponent	muscle cell
pinhole camera	structural-noun-compound	camera
bonaire (netherlands)	at location	northern hemisphere
provide support	structural-verb	provide
baked product	structural-adjective	baked
environmental	derivational morphology	environment
florida	structural-noun-compound	florida
temperature drop	structural-agent	temperature
yards	derivational morphology	yards
lot	synonym	much
fossil	has subcomponent	dead organism
dog	kind of	animal
tianjin	structural-noun-compound	tianjin
skeletal system	kind of	body system
cut down tree	structural-verb	cut down
less car	structural-noun	car
american samoa (united states)	structural-noun-compound	samoa
clear forest	structural-verb	clear
candle burn	structural-agent	candle
moon	kind of	satellite
habitat	similar to	environment
iron nails	structural-noun	nails
scientific process	structural-noun	process
life cycle	kind of	process
oxygen	has property	dissolved
pine needle	has subcomponent	odor
recycle resource	has positive impact on	environment
build nest	kind of	inherited behaviour
summer	has positive impact on	daylight
hawk eat lizard	structural-patient	lizard
saint lucia	structural-noun-compound	lucia
mica	has property	black
plant	has subcomponent	pholem
moldova	at location	northern hemisphere
aquatic animal survive	structural-verb	survive
strong hurricane	at location	land
south georgia and the south sandwich islands (uk)	structural-noun-compound	south
use raw material	structural-patient	raw material
record image	structural-patient	image
all	instance of	amount
infertile soil	structural-noun	soil
change animal habitat	structural-verb	change
clear forest	structural-patient	forest
fertile soil	has subcomponent	high quality
dissolve	at location	water
hemisphere of earth	structural-noun-compound	hemisphere
cocos (keeling) islands (australia)	at location	southern hemisphere
increase weight	structural-verb	increase
push object	structural-verb	push
squirrel eat fruit	structural-agent	squirrel
bottom	has property	deep
oxygen	has positive impact on	animal
less water	structural-noun	water
renewable resource	structural-noun	resource
animal	has subcomponent	shell
storm	instance of	weather
store waste	structural-patient	waste
crop rotation	has positive impact on	soil
object touch	structural-agent	object
uv light	structural-noun-compound	light
temperature rise	synonym	temperature increase
são tomé and príncipe	at location	equator
1973	has subcomponent	invent cellular telephone
turtle	kind of	animal
canyon	at location	ground
denbighshire	instance of	county
protect body	structural-patient	body
animal find shelter	structural-patient	shelter
raccoon eat waste	structural-agent	raccoon
maghemite	has property	magnetic
vinegar water	has subcomponent	water
shiny thing	structural-noun	thing
banffshire	at location	scotland
