subj	rel	obj	id	flag
cell respire|av	structural-agent	cell|n	7272-bf77-2331-1b55	2
cell respire|av	structural-verb	respire|v	7272-bf77-2331-1b55	2
cellular respiration|ns	structural-noun-compound	cellular|n	7272-bf77-2331-1b55	0
cellular respiration|ns	structural-noun-compound	respiration|n	7272-bf77-2331-1b55	0
respire|v	agent	cell|n	7272-bf77-2331-1b55	2
life cycle|ns	structural-noun-compound	cycle|n	7289-5346-1246-0060	0
life cycle|ns	structural-noun-compound	life|n	7289-5346-1246-0060	0
fold|v	agent	rock layer|ns	72a7-76e4-7f5d-03ab	2
rock layer fold|av	structural-agent	rock layer|ns	72a7-76e4-7f5d-03ab	2
rock layer fold|av	structural-verb	fold|v	72a7-76e4-7f5d-03ab	2
rock layer|ns	structural-noun-compound	layer|n	72a7-76e4-7f5d-03ab	0
rock layer|ns	structural-noun-compound	rock|n	72a7-76e4-7f5d-03ab	0
change|v	agent	phase|n	72bd-5535-598e-82e8	2
new state|jn	structural-adjective	new|j	72bd-5535-598e-82e8	0
new state|jn	structural-noun	state|n	72bd-5535-598e-82e8	0
phase change|av	structural-agent	phase|n	72bd-5535-598e-82e8	2
phase change|av	structural-verb	change|v	72bd-5535-598e-82e8	2
state|n	has property	new|j	72bd-5535-598e-82e8	0
food source|ns	has property	same|j	72ff-2eab-68e0-8a25	0
food source|ns	structural-noun-compound	food|n	72ff-2eab-68e0-8a25	0
food source|ns	structural-noun-compound	source|n	72ff-2eab-68e0-8a25	0
same food source|jn	structural-adjective	same|j	72ff-2eab-68e0-8a25	0
same food source|jn	structural-noun	food source|ns	72ff-2eab-68e0-8a25	0
plant cell|ns	structural-noun-compound	cell|n	731c-4521-3f2e-d41e	0
plant cell|ns	structural-noun-compound	plant|n	731c-4521-3f2e-d41e	0
animal survive|av	structural-agent	animal|n	732f-cb0b-50b4-ad0d	2
animal survive|av	structural-verb	survive|v	732f-cb0b-50b4-ad0d	2
survive|v	agent	animal|n	732f-cb0b-50b4-ad0d	2
shiny surface|jn	structural-adjective	shiny|j	733b-ce8a-669c-e222	0
shiny surface|jn	structural-noun	surface|n	733b-ce8a-669c-e222	0
surface|n	has property	shiny|j	733b-ce8a-669c-e222	0
lose fur|vp	structural-patient	fur|n	7345-c073-962f-2597	2
lose fur|vp	structural-verb	lose|v	7345-c073-962f-2597	2
lose hair|vp	structural-patient	hair|n	7345-c073-962f-2597	2
lose hair|vp	structural-verb	lose|v	7345-c073-962f-2597	2
lose skin|vp	structural-patient	skin|n	7345-c073-962f-2597	2
lose skin|vp	structural-verb	lose|v	7345-c073-962f-2597	2
lose|v	patient	fur|n	7345-c073-962f-2597	2
lose|v	patient	hair|n	7345-c073-962f-2597	2
lose|v	patient	skin|n	7345-c073-962f-2597	2
change taste|vp	structural-patient	taste|n	735a-963c-130f-059c	2
change taste|vp	structural-verb	change|v	735a-963c-130f-059c	2
change|v	patient	taste|n	735a-963c-130f-059c	2
change shape|vp	structural-patient	shape|n	735e-0af2-549d-a69a	2
change shape|vp	structural-verb	change|v	735e-0af2-549d-a69a	2
change|v	patient	shape|n	735e-0af2-549d-a69a	2
dry environment|jn	structural-adjective	dry|j	7376-0d97-1227-bd6a	0
dry environment|jn	structural-noun	environment|n	7376-0d97-1227-bd6a	0
environment|n	has property	dry|j	7376-0d97-1227-bd6a	0
little water|qn	structural-noun	water|n	7376-0d97-1227-bd6a	0
little water|qn	structural-quantifier	little|q	7376-0d97-1227-bd6a	0
electrical energy|jn	structural-adjective	electrical|j	737b-c59a-2215-29e1	0
electrical energy|jn	structural-noun	energy|n	737b-c59a-2215-29e1	0
light bulb produce light|avp	structural-agent	light bulb|ns	737b-c59a-2215-29e1	2
light bulb produce light|avp	structural-patient	light|n	737b-c59a-2215-29e1	2
light bulb produce light|avp	structural-verb	produce|v	737b-c59a-2215-29e1	2
light bulb|ns	structural-noun-compound	bulb|n	737b-c59a-2215-29e1	0
light bulb|ns	structural-noun-compound	light|n	737b-c59a-2215-29e1	0
produce|v	agent	light bulb|ns	737b-c59a-2215-29e1	2
produce|v	patient	light|n	737b-c59a-2215-29e1	2
behaviour|n	has property	instinctive|j	7386-ad73-8eef-4980	0
instinctive behaviour|jn	structural-adjective	instinctive|j	7386-ad73-8eef-4980	0
instinctive behaviour|jn	structural-noun	behaviour|n	7386-ad73-8eef-4980	0
tectonic plate|ns	structural-noun-compound	plate|n	73a5-fd93-9595-79df	0
tectonic plate|ns	structural-noun-compound	tectonic|n	73a5-fd93-9595-79df	0
adult animal|jn	structural-adjective	adult|j	73df-7e6e-db00-ae55	0
adult animal|jn	structural-noun	animal|n	73df-7e6e-db00-ae55	0
animal|n	has property	adult|j	73df-7e6e-db00-ae55	0
lay egg|vp	structural-patient	egg|n	73df-7e6e-db00-ae55	2
lay egg|vp	structural-verb	lay|v	73df-7e6e-db00-ae55	2
lay|v	patient	egg|n	73df-7e6e-db00-ae55	2
boiling point|ns	structural-noun-compound	boiling|n	73e5-00b0-22fd-e34e	0
boiling point|ns	structural-noun-compound	point|n	73e5-00b0-22fd-e34e	0
mineral graphite|ns	structural-noun-compound	graphite|n	73ef-3026-389a-20a2	0
mineral graphite|ns	structural-noun-compound	mineral|n	73ef-3026-389a-20a2	0
pencil lead|ns	structural-noun-compound	lead|n	73ef-3026-389a-20a2	0
pencil lead|ns	structural-noun-compound	pencil|n	73ef-3026-389a-20a2	0
earth rotate|av	structural-agent	earth|n	73fa-1e22-26a8-1a7c	2
earth rotate|av	structural-verb	rotate|v	73fa-1e22-26a8-1a7c	2
move|v	agent	sun|n	73fa-1e22-26a8-1a7c	2
rotate|v	agent	earth|n	73fa-1e22-26a8-1a7c	2
sun move|av	structural-agent	sun|n	73fa-1e22-26a8-1a7c	2
sun move|av	structural-verb	move|v	73fa-1e22-26a8-1a7c	2
inexhaustible resource|jn	structural-adjective	inexhaustible|j	740e-3d3d-bed5-6528	0
inexhaustible resource|jn	structural-noun	resource|n	740e-3d3d-bed5-6528	0
renewable resource|jn	structural-adjective	renewable|j	740e-3d3d-bed5-6528	0
renewable resource|jn	structural-noun	resource|n	740e-3d3d-bed5-6528	0
resource|n	has property	inexhaustible|j	740e-3d3d-bed5-6528	0
resource|n	has property	renewable|j	740e-3d3d-bed5-6528	0
breathing|n	has property	fast|j	740e-55ec-8b5a-8ade	0
fast breathing|jn	structural-adjective	fast|j	740e-55ec-8b5a-8ade	0
fast breathing|jn	structural-noun	breathing|n	740e-55ec-8b5a-8ade	0
high pulse|jn	structural-adjective	high|j	740e-55ec-8b5a-8ade	0
high pulse|jn	structural-noun	pulse|n	740e-55ec-8b5a-8ade	0
many energy|qn	structural-noun	energy|n	740e-55ec-8b5a-8ade	0
many energy|qn	structural-quantifier	many|q	740e-55ec-8b5a-8ade	0
pulse|n	has property	high|j	740e-55ec-8b5a-8ade	0
information|n	has property	quantitative|j	7423-4510-f89e-0e50	0
organize quantitative information|vp	structural-patient	quantitative information|jn	7423-4510-f89e-0e50	2
organize quantitative information|vp	structural-verb	organize|v	7423-4510-f89e-0e50	2
organize|v	patient	quantitative information|jn	7423-4510-f89e-0e50	2
quantitative information|jn	structural-adjective	quantitative|j	7423-4510-f89e-0e50	0
quantitative information|jn	structural-noun	information|n	7423-4510-f89e-0e50	0
aquatic animal|jn	structural-adjective	aquatic|j	743b-9053-1b87-b6ae	0
aquatic animal|jn	structural-noun	animal|n	743b-9053-1b87-b6ae	0
breathe water|vp	structural-patient	water|n	743b-9053-1b87-b6ae	2
breathe water|vp	structural-verb	breathe|v	743b-9053-1b87-b6ae	2
breathe|v	patient	water|n	743b-9053-1b87-b6ae	2
thermal energy|ns	structural-noun-compound	energy|n	74c9-ce13-0e8d-4a29	0
thermal energy|ns	structural-noun-compound	thermal|n	74c9-ce13-0e8d-4a29	0
transfer thermal energy|vp	structural-patient	thermal energy|ns	74c9-ce13-0e8d-4a29	2
transfer thermal energy|vp	structural-verb	transfer|v	74c9-ce13-0e8d-4a29	2
transfer|v	patient	thermal energy|ns	74c9-ce13-0e8d-4a29	2
remove tree|vp	structural-patient	tree|n	74e5-2cb4-0250-7901	2
remove tree|vp	structural-verb	remove|v	74e5-2cb4-0250-7901	2
remove|v	patient	tree|n	74e5-2cb4-0250-7901	2
matter state|ns	structural-noun-compound	matter|n	7532-01eb-475e-acbd	0
matter state|ns	structural-noun-compound	state|n	7532-01eb-475e-acbd	0
heat transfer|av	structural-agent	heat|n	7560-5c0d-bc49-026c	2
heat transfer|av	structural-verb	transfer|v	7560-5c0d-bc49-026c	2
transfer|v	agent	heat|n	7560-5c0d-bc49-026c	2
less dense|qn	structural-noun	dense|n	756b-72db-cc1e-b66e	0
less dense|qn	structural-quantifier	less|q	756b-72db-cc1e-b66e	0
shed fur|vp	structural-patient	fur|n	756b-72db-cc1e-b66e	2
shed fur|vp	structural-verb	shed|v	756b-72db-cc1e-b66e	2
shed|v	patient	fur|n	756b-72db-cc1e-b66e	2
measure hardness|vp	structural-patient	hardness|n	757d-cd70-0857-0d35	2
measure hardness|vp	structural-verb	measure|v	757d-cd70-0857-0d35	2
measure|v	patient	hardness|n	757d-cd70-0857-0d35	2
burn coal|vp	structural-patient	coal|n	7599-58ef-3f3c-3428	2
burn coal|vp	structural-verb	burn|v	7599-58ef-3f3c-3428	2
burn|v	patient	coal|n	7599-58ef-3f3c-3428	2
United States of America|ns	structural-noun-compound	America|n	75ad-f2bb-fa6b-12cc	0
United States of America|ns	structural-noun-compound	State|n	75ad-f2bb-fa6b-12cc	0
United States of America|ns	structural-noun-compound	United|n	75ad-f2bb-fa6b-12cc	0
United States of America|ns	structural-noun-compound	of|n	75ad-f2bb-fa6b-12cc	0
distant object|jn	structural-adjective	distant|j	75e2-b653-053f-5e09	0
distant object|jn	structural-noun	object|n	75e2-b653-053f-5e09	0
object|n	has property	distant|j	75e2-b653-053f-5e09	0
observe distant object|vp	structural-patient	distant object|jn	75e2-b653-053f-5e09	2
observe distant object|vp	structural-verb	observe|v	75e2-b653-053f-5e09	2
observe|v	patient	distant object|jn	75e2-b653-053f-5e09	2
sky condition|ns	structural-noun-compound	condition|n	75e5-d0aa-9512-f33c	0
sky condition|ns	structural-noun-compound	sky|n	75e5-d0aa-9512-f33c	0
Earth's plate|ns	structural-noun-compound	Earth's|n	75e6-403b-649e-cce8	0
Earth's plate|ns	structural-noun-compound	plate|n	75e6-403b-649e-cce8	0
tectonic plate|ns	structural-noun-compound	plate|n	75e6-403b-649e-cce8	0
tectonic plate|ns	structural-noun-compound	tectonic|n	75e6-403b-649e-cce8	0
United States of America|ns	structural-noun-compound	America|n	75ef-1899-b218-e7e9	0
United States of America|ns	structural-noun-compound	State|n	75ef-1899-b218-e7e9	0
United States of America|ns	structural-noun-compound	United|n	75ef-1899-b218-e7e9	0
United States of America|ns	structural-noun-compound	of|n	75ef-1899-b218-e7e9	0
climb|v	agent	vine|n	7623-6dd6-7402-2c35	2
curling stem|ns	structural-noun-compound	curling|n	7623-6dd6-7402-2c35	0
curling stem|ns	structural-noun-compound	stem|n	7623-6dd6-7402-2c35	0
vine climb|av	structural-agent	vine|n	7623-6dd6-7402-2c35	2
vine climb|av	structural-verb	climb|v	7623-6dd6-7402-2c35	2
dry environment|jn	structural-adjective	dry|j	7626-ebfe-aa54-61db	0
dry environment|jn	structural-noun	environment|n	7626-ebfe-aa54-61db	0
environment|n	has property	dry|j	7626-ebfe-aa54-61db	0
store water|vp	structural-patient	water|n	7626-ebfe-aa54-61db	2
store water|vp	structural-verb	store|v	7626-ebfe-aa54-61db	2
store|v	patient	water|n	7626-ebfe-aa54-61db	2
light bulb|ns	structural-noun-compound	bulb|n	7632-c932-9c6d-27f0	0
light bulb|ns	structural-noun-compound	light|n	7632-c932-9c6d-27f0	0
cut down tree|vp	structural-patient	tree|n	767b-d14d-c5e5-ba84	2
cut down tree|vp	structural-verb	cut down|v	767b-d14d-c5e5-ba84	2
cut down|v	patient	tree|n	767b-d14d-c5e5-ba84	2
die|v	agent	tree|n	767b-d14d-c5e5-ba84	2
tree die|av	structural-agent	tree|n	767b-d14d-c5e5-ba84	2
tree die|av	structural-verb	die|v	767b-d14d-c5e5-ba84	2
area|n	has property	protected|j	770d-6c83-0ecd-3e9f	0
protect environment|vp	structural-patient	environment|n	770d-6c83-0ecd-3e9f	2
protect environment|vp	structural-verb	protect|v	770d-6c83-0ecd-3e9f	2
protected area|jn	structural-adjective	protected|j	770d-6c83-0ecd-3e9f	0
protected area|jn	structural-noun	area|n	770d-6c83-0ecd-3e9f	0
protect|v	patient	environment|n	770d-6c83-0ecd-3e9f	2
soil texture|ns	structural-noun-compound	soil|n	770f-d0fc-866d-3bfc	0
soil texture|ns	structural-noun-compound	texture|n	770f-d0fc-866d-3bfc	0
answer question|vp	structural-patient	question|n	7717-15e3-f50d-464a	2
answer question|vp	structural-verb	answer|v	7717-15e3-f50d-464a	2
answer|v	patient	question|n	7717-15e3-f50d-464a	2
sound energy|ns	structural-noun-compound	energy|n	7726-d9fd-f431-db04	0
sound energy|ns	structural-noun-compound	sound|n	7726-d9fd-f431-db04	0
hard object|jn	structural-adjective	hard|j	773a-31a5-f976-927c	0
hard object|jn	structural-noun	object|n	773a-31a5-f976-927c	0
object|n	has property	hard|j	773a-31a5-f976-927c	0
object|n	has property	strong|j	773a-31a5-f976-927c	0
strong object|jn	structural-adjective	strong|j	773a-31a5-f976-927c	0
strong object|jn	structural-noun	object|n	773a-31a5-f976-927c	0
compost pile|ns	structural-noun-compound	compost|n	7740-696e-1fd8-35b8	0
compost pile|ns	structural-noun-compound	pile|n	7740-696e-1fd8-35b8	0
recycle plant|vp	structural-patient	plant|n	7740-696e-1fd8-35b8	2
recycle plant|vp	structural-verb	recycle|v	7740-696e-1fd8-35b8	2
recycle|v	patient	plant|n	7740-696e-1fd8-35b8	2
become cold|vj	structural-adjective	cold|j	7747-5d53-fc0d-16f3	0
become cold|vj	structural-verb	become|v	7747-5d53-fc0d-16f3	0
become|v	result	cold|j	7747-5d53-fc0d-16f3	0
keep warm|vj	structural-adjective	warm|j	7747-5d53-fc0d-16f3	0
keep warm|vj	structural-verb	keep|v	7747-5d53-fc0d-16f3	0
keep|v	result	warm|j	7747-5d53-fc0d-16f3	0
little water|qn	structural-noun	water|n	7751-b1fd-0582-4f2a	0
little water|qn	structural-quantifier	little|q	7751-b1fd-0582-4f2a	0
filter waste|vp	structural-patient	waste|n	7762-fb32-6a1f-62ec	2
filter waste|vp	structural-verb	filter|v	7762-fb32-6a1f-62ec	2
filter|v	patient	waste|n	7762-fb32-6a1f-62ec	2
remove waste|vp	structural-patient	waste|n	7762-fb32-6a1f-62ec	2
remove waste|vp	structural-verb	remove|v	7762-fb32-6a1f-62ec	2
remove|v	patient	waste|n	7762-fb32-6a1f-62ec	2
planet rotate|av	structural-agent	planet|n	7778-56a7-1a1e-24cf	2
planet rotate|av	structural-verb	rotate|v	7778-56a7-1a1e-24cf	2
rotate|v	agent	planet|n	7778-56a7-1a1e-24cf	2
transport dirt|vp	structural-patient	dirt|n	777e-579e-46b3-50aa	2
transport dirt|vp	structural-verb	transport|v	777e-579e-46b3-50aa	2
transport sand|vp	structural-patient	sand|n	777e-579e-46b3-50aa	2
transport sand|vp	structural-verb	transport|v	777e-579e-46b3-50aa	2
transport|v	patient	dirt|n	777e-579e-46b3-50aa	2
transport|v	patient	sand|n	777e-579e-46b3-50aa	2
consume|v	agent	decomposer|n	779a-4a82-66a1-2ce6	2
dead organism|jn	structural-adjective	dead|j	779a-4a82-66a1-2ce6	0
dead organism|jn	structural-noun	organism|n	779a-4a82-66a1-2ce6	0
decomposer consume|av	structural-agent	decomposer|n	779a-4a82-66a1-2ce6	2
decomposer consume|av	structural-verb	consume|v	779a-4a82-66a1-2ce6	2
organism|n	has property	dead|j	779a-4a82-66a1-2ce6	0
shape|n	has property	variable|j	77a9-72bb-f1d8-77ff	0
variable shape|jn	structural-adjective	variable|j	77a9-72bb-f1d8-77ff	0
variable shape|jn	structural-noun	shape|n	77a9-72bb-f1d8-77ff	0
mechanical energy|jn	structural-adjective	mechanical|j	77b1-b251-ee0c-a4b4	0
mechanical energy|jn	structural-noun	energy|n	77b1-b251-ee0c-a4b4	0
sedimentary rock|jn	structural-adjective	sedimentary|j	77dc-05da-a205-2af9	0
sedimentary rock|jn	structural-noun	rock|n	77dc-05da-a205-2af9	0
animal habitat|ns	structural-noun-compound	animal|n	7828-f424-7e86-a420	0
animal habitat|ns	structural-noun-compound	habitat|n	7828-f424-7e86-a420	0
animal harm|ns	structural-noun-compound	animal|n	7828-f424-7e86-a420	0
animal harm|ns	structural-noun-compound	harm|n	7828-f424-7e86-a420	0
change animal habitat|vp	structural-patient	animal habitat|ns	7828-f424-7e86-a420	2
change animal habitat|vp	structural-verb	change|v	7828-f424-7e86-a420	2
change|v	patient	animal habitat|ns	7828-f424-7e86-a420	2
natural resource|jn	structural-adjective	natural|j	782c-5d2a-36fe-5676	0
natural resource|jn	structural-noun	resource|n	782c-5d2a-36fe-5676	0
eat animal|vp	structural-patient	animal|n	785b-6d16-8fc8-ee28	2
eat animal|vp	structural-verb	eat|v	785b-6d16-8fc8-ee28	2
eat plant|vp	structural-patient	plant|n	785b-6d16-8fc8-ee28	2
eat plant|vp	structural-verb	eat|v	785b-6d16-8fc8-ee28	2
eat|v	patient	animal|n	785b-6d16-8fc8-ee28	2
eat|v	patient	plant|n	785b-6d16-8fc8-ee28	2
kill animal|vp	structural-patient	animal|n	785b-6d16-8fc8-ee28	2
kill animal|vp	structural-verb	kill|v	785b-6d16-8fc8-ee28	2
kill plant|vp	structural-patient	plant|n	785b-6d16-8fc8-ee28	2
kill plant|vp	structural-verb	kill|v	785b-6d16-8fc8-ee28	2
kill|v	patient	animal|n	785b-6d16-8fc8-ee28	2
kill|v	patient	plant|n	785b-6d16-8fc8-ee28	2
bean plant|ns	structural-noun-compound	bean|n	7881-6f75-7de9-2722	0
bean plant|ns	structural-noun-compound	plant|n	7881-6f75-7de9-2722	0
peach tree|ns	structural-noun-compound	peach|n	7886-d60a-8794-0c18	0
peach tree|ns	structural-noun-compound	tree|n	7886-d60a-8794-0c18	0
carbon dioxide|ns	structural-noun-compound	carbon|n	7889-c90a-31ff-9e04	0
carbon dioxide|ns	structural-noun-compound	dioxide|n	7889-c90a-31ff-9e04	0
water vapour|ns	structural-noun-compound	vapour|n	7896-0ee6-9c3c-f3c1	0
water vapour|ns	structural-noun-compound	water|n	7896-0ee6-9c3c-f3c1	0
access resource|vp	structural-patient	resource|n	78ba-5668-31d9-7285	2
access resource|vp	structural-verb	access|v	78ba-5668-31d9-7285	2
access|v	patient	resource|n	78ba-5668-31d9-7285	2
find resource|vp	structural-patient	resource|n	78ba-5668-31d9-7285	2
find resource|vp	structural-verb	find|v	78ba-5668-31d9-7285	2
find|v	patient	resource|n	78ba-5668-31d9-7285	2
require resource|vp	structural-patient	resource|n	78ba-5668-31d9-7285	2
require resource|vp	structural-verb	require|v	78ba-5668-31d9-7285	2
require|v	patient	resource|n	78ba-5668-31d9-7285	2
dissolve|v	agent	sugar|n	78d4-18c9-9484-0154	2
sugar dissolve|av	structural-agent	sugar|n	78d4-18c9-9484-0154	2
sugar dissolve|av	structural-verb	dissolve|v	78d4-18c9-9484-0154	2
more offspring|qn	structural-noun	offspring|n	7906-b683-f36f-8a3d	0
more offspring|qn	structural-quantifier	more|q	7906-b683-f36f-8a3d	0
change|v	agent	heat|n	7909-f63c-46d1-01a2	2
change|v	patient	matter state|ns	7909-f63c-46d1-01a2	2
heat change matter state|avp	structural-agent	heat|n	7909-f63c-46d1-01a2	2
heat change matter state|avp	structural-patient	matter state|ns	7909-f63c-46d1-01a2	2
heat change matter state|avp	structural-verb	change|v	7909-f63c-46d1-01a2	2
matter state|ns	structural-noun-compound	matter|n	7909-f63c-46d1-01a2	0
matter state|ns	structural-noun-compound	state|n	7909-f63c-46d1-01a2	0
large piece|jn	structural-adjective	large|j	791e-1c71-7a1d-d10a	0
large piece|jn	structural-noun	piece|n	791e-1c71-7a1d-d10a	0
piece|n	has property	large|j	791e-1c71-7a1d-d10a	0
piece|n	has property	small|j	791e-1c71-7a1d-d10a	0
small piece|jn	structural-adjective	small|j	791e-1c71-7a1d-d10a	0
small piece|jn	structural-noun	piece|n	791e-1c71-7a1d-d10a	0
surface material|ns	structural-noun-compound	material|n	791e-1c71-7a1d-d10a	0
surface material|ns	structural-noun-compound	surface|n	791e-1c71-7a1d-d10a	0
carbon steel|ns	structural-noun-compound	carbon|n	794a-7ac4-5e27-9d39	0
carbon steel|ns	structural-noun-compound	steel|n	794a-7ac4-5e27-9d39	0
day|n	has property	sunny|j	794f-a751-b0d2-097f	0
many sunlight|qn	structural-noun	sunlight|n	794f-a751-b0d2-097f	0
many sunlight|qn	structural-quantifier	many|q	794f-a751-b0d2-097f	0
sunny day|jn	structural-adjective	sunny|j	794f-a751-b0d2-097f	0
sunny day|jn	structural-noun	day|n	794f-a751-b0d2-097f	0
increase water|vp	structural-patient	water|n	7956-497a-6dfb-85f9	2
increase water|vp	structural-verb	increase|v	7956-497a-6dfb-85f9	2
increase|v	patient	water|n	7956-497a-6dfb-85f9	2
rise|v	agent	water level|ns	7956-497a-6dfb-85f9	2
water level rise|av	structural-agent	water level|ns	7956-497a-6dfb-85f9	2
water level rise|av	structural-verb	rise|v	7956-497a-6dfb-85f9	2
water level|ns	structural-noun-compound	level|n	7956-497a-6dfb-85f9	0
water level|ns	structural-noun-compound	water|n	7956-497a-6dfb-85f9	0
planet rotate|av	structural-agent	planet|n	7959-4428-d766-0494	2
planet rotate|av	structural-verb	rotate|v	7959-4428-d766-0494	2
rotate|v	agent	planet|n	7959-4428-d766-0494	2
fall|v	agent	water|n	7975-13c2-aeb2-5a9a	2
water fall|av	structural-agent	water|n	7975-13c2-aeb2-5a9a	2
water fall|av	structural-verb	fall|v	7975-13c2-aeb2-5a9a	2
transport liquid|vp	structural-patient	liquid|n	79d6-2fd6-a4dc-26f2	2
transport liquid|vp	structural-verb	transport|v	79d6-2fd6-a4dc-26f2	2
transport|v	patient	liquid|n	79d6-2fd6-a4dc-26f2	2
detect odor|vp	structural-patient	odor|n	79eb-3a4e-d5f4-4f1b	2
detect odor|vp	structural-verb	detect|v	79eb-3a4e-d5f4-4f1b	2
detect|v	patient	odor|n	79eb-3a4e-d5f4-4f1b	2
People's Republic of China|ns	structural-noun-compound	China|n	7a2d-bb79-11bb-c0c8	0
